date,new_cases,new_deaths,new_tests,year,month,day,weekday,total_cases,total_deaths,total_tests,location,continent,population,life_expectancy,hospital_beds_per_thousand,gdp_per_capita,cases_per_million,deaths_per_million,tests_per_million
2020-08-01,379.0,9.0,31905.0,2020,8,1,5,247537.0,35141.0,3158262.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004094103803808247,0.0005812096848940789,0.05223563534995998
2020-08-02,295.0,5.0,24496.0,2020,8,2,6,247832.0,35146.0,3182758.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004098982915303189,0.000581292381699078,0.052640783537011154
2020-08-03,238.0,8.0,13467.0,2020,8,3,0,248070.0,35154.0,3196225.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004102919283221143,0.0005814246965870764,0.0528635191115955
2020-08-04,159.0,12.0,23491.0,2020,8,4,1,248229.0,35166.0,3219716.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004105549041620111,0.000581623168919074,0.05325204524084187
2020-08-05,190.0,5.0,29739.0,2020,8,5,2,248419.0,35171.0,3249455.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004108691520210074,0.000581705865724073,0.053743909297615015
2020-08-06,384.0,10.0,32169.0,2020,8,6,3,248803.0,35181.0,3281624.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004115042634833998,0.0005818712593340711,0.05427596400161768
2020-08-07,401.0,6.0,30392.0,2020,8,7,4,249204.0,35187.0,3312016.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004121674918594919,0.0005819704955000699,0.054778628261123695
2020-08-08,552.0,3.0,26631.0,2020,8,8,5,249756.0,35190.0,3338647.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004130804645866811,0.0005820201135830693,0.055219087983909454
2020-08-09,347.0,13.0,22773.0,2020,8,9,6,250103.0,35203.0,3361420.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004136543804133742,0.0005822351252760667,0.05559573885195797
2020-08-10,463.0,2.0,10904.0,2020,8,10,0,250566.0,35205.0,3372324.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004144201528276651,0.0005822682039980663,0.05577608404429982
2020-08-11,259.0,4.0,22063.0,2020,8,11,1,250825.0,35209.0,3394387.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.0041484852227755995,0.0005823343614420655,0.05614099196603847
2020-08-12,412.0,6.0,27330.0,2020,8,12,2,251237.0,35215.0,3421717.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004155299439507518,0.0005824335976080644,0.05659301270216309
2020-08-13,476.0,10.0,25629.0,2020,8,13,3,251713.0,35225.0,3447346.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004163172175343425,0.0005825989912180624,0.05701689998522704
2020-08-14,522.0,6.0,24868.0,2020,8,14,4,252235.0,35231.0,3472214.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004171805721785322,0.0005826982273840612,0.057428200814570146
2020-08-15,574.0,3.0,25937.0,2020,8,15,5,252809.0,35234.0,3498151.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004181299314999209,0.0005827478454670606,0.057857182220822034
2020-08-16,629.0,158.0,22470.0,2020,8,16,6,253438.0,35392.0,3520621.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.0041917025730680854,0.0005853610645050295,0.05822882166248761
2020-08-17,477.0,4.0,21379.0,2020,8,17,0,253915.0,35396.0,3542000.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004199591848264991,0.0005854272219490287,0.0585824166613024
2020-08-18,320.0,4.0,32687.0,2020,8,18,1,254235.0,35400.0,3574687.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004204884443784928,0.0005854933793930279,0.05912303875430296
2020-08-19,401.0,5.0,41290.0,2020,8,19,2,254636.0,35405.0,3615977.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004211516727545849,0.0005855760761980269,0.05980594896998483
2020-08-20,642.0,7.0,49662.0,2020,8,20,3,255278.0,35412.0,3665639.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004222134997307723,0.0005856918517250256,0.06062732671595705
2020-08-21,840.0,6.0,44943.0,2020,8,21,4,256118.0,35418.0,3710582.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004236028060547558,0.0005857910878910244,0.0613706552173712
2020-08-22,947.0,9.0,46613.0,2020,8,22,5,257065.0,35427.0,3757195.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004251690835414371,0.0005859399421400226,0.062141604451655015
2020-08-23,1071.0,3.0,47463.0,2020,8,23,6,258136.0,35430.0,3804658.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.00426940449104516,0.000585989560223022,0.06292661214278868
2020-08-24,1209.0,7.0,33358.0,2020,8,24,0,259345.0,35437.0,3838016.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004289400578493922,0.0005861053357500206,0.0634783321470201
2020-08-25,953.0,4.0,45798.0,2020,8,25,1,260298.0,35441.0,3883814.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004305162589526734,0.0005861714931940198,0.06423580180208908
2020-08-26,876.0,4.0,58054.0,2020,8,26,2,261174.0,35445.0,3941868.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004319651069762562,0.0005862376506380191,0.06519597786557164
2020-08-27,1366.0,13.0,57640.0,2020,8,27,3,262540.0,35458.0,3999508.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004342243836888292,0.0005864526623310165,0.06614930663360029
2020-08-28,1409.0,5.0,65135.0,2020,8,28,4,263949.0,35463.0,4064643.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004365547796537015,0.0005865353591360155,0.06722659791232247
2020-08-29,1460.0,9.0,64294.0,2020,8,29,5,265409.0,35472.0,4128937.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004389695263596728,0.0005866842133850137,0.06828997958844381
2020-08-30,1444.0,1.0,53541.0,2020,8,30,6,266853.0,35473.0,4182478.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004413578100880443,0.0005867007527460135,0.06917551351573425
2020-08-31,1365.0,4.0,42583.0,2020,8,31,0,268218.0,35477.0,4225061.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004436154328645174,0.0005867669101900127,0.06987980912518887
2020-09-01,996.0,6.0,54395.0,2020,9,1,1,269214.0,35483.0,4279456.0,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004452627532200978,0.0005868661463560116,0.07077946766677316
2020-09-02,975.0,8.0,,2020,9,2,2,270189.0,35491.0,,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004468753409175786,0.00058699846124401,
2020-09-03,1326.0,6.0,,2020,9,3,3,271515.0,35497.0,,Italy,Europe,60461828.0,83.51,3.18,35220.084,0.004490684601861525,0.0005870976974100088,
